BoxNumber,Barcode,BoxRow,BoxColumn,dateAdded,PlateNumber,PCRPlateLayout,AliquotePlateNumber,AliquotePlatePosition
IM-23-040-04,IM-23-040-FABX,78,1,9/18/2023,,,,
IM-23-040-03,IM-23-040-UBHD,78,1,9/18/2023,,,,
IM-23-041-01,IM-23-041-CDDI,78,1,3/14/2023,,,,
IM-23-041-03,IM-23-041-GUJD,78,1,10/17/2023,,,,
IM-23-041-02,IM-23-041-LAMY,78,1,4/23/2023,,,,
IM-23-041-04,IM-23-041-XCHR,78,1,10/17/2023,,,,
IM-23-042-03,IM-23-042-DKCS,78,1,11/6/2023,,,,
IM-23-042-04,IM-23-042-HSDV,78,1,11/6/2023,,,,
IM-23-042-01,IM-23-042-WBZO,78,1,3/3/2023,,,,
IM-23-042-02,IM-23-042-YUIP,78,1,3/14/2023,,,,
IM-23-044-03,IM-23-044-MCCA,78,1,10/10/2023,,,,
IM-23-044-01,IM-23-044-QLOJ,78,1,2/28/2023,,,,
IM-23-044-04,IM-23-044-ZSJX,78,1,10/10/2023,,,,
IM-23-045-03,IM-23-045-GAAK,78,1,10/10/2023,,,,
IM-23-045-04,IM-23-045-PFOC,78,1,10/19/2023,,,,
IM-23-045-01,IM-23-045-URPI,78,1,3/2/2023,,,,
IM-23-045-02,IM-23-045-YCZY,78,1,3/13/2023,,,,
IM-23-046-03,IM-23-046-HYSY,78,1,9/29/2023,,,,
IM-23-046-02,IM-23-046-MLYM,78,1,3/16/2023,,,,
IM-23-046-01,IM-23-046-NPXU,78,1,3/2/2023,,,,
IM-23-046-04,IM-23-046-QMTD,78,1,11/9/2023,,,,
IM-23-047-04,IM-23-047-HOPR,78,1,9/19/2023,,,,
IM-23-047-03,IM-23-047-OKQU,78,1,8/25/2023,,,,
IM-23-054-03,IM-23-054-FHYM,78,1,10/2/2023,,,,
IM-23-054-01,IM-23-054-SYOA,78,1,2/23/2023,,,,
IM-23-054-04,IM-23-054-XHRQ,78,1,10/2/2023,,,,
IM-23-056-03,IM-23-056-DPAV,78,1,11/8/2023,,,,
IM-23-056-01,IM-23-056-LJTG,78,1,3/6/2023,,,,
IM-23-060-03,IM-23-060-NPPF,78,1,9/5/2023,,,,
IM-23-060-01,IM-23-060-ZZLX,78,1,4/24/2023,,,,
IM-23-063-01,IM-23-063-AQVH,78,1,3/6/2023,,,,
IM-23-063-03,IM-23-063-DCVP,78,1,11/10/2023,,,,
IM-23-063-02,IM-23-063-PWTD,78,1,3/6/2023,,,,
IM-23-064-03,IM-23-064-KPZX,78,1,9/11/2023,,,,
IM-23-064-04,IM-23-064-MRAI,78,1,10/23/2023,,,,
IM-23-071-03,IM-23-071-JXPY,78,1,11/8/2023,,,,
IM-23-071-04,IM-23-071-UYGG,78,1,11/9/2023,,,,
IM-23-089-01,IM-23-089-KYYG,78,1,1/23/2023,,,,
IM-23-089-02,IM-23-089-UDNX,78,1,2/16/2023,,,,
IM-23-089-03,IM-23-089-WPTO,78,1,8/28/2023,,,,
IM-23-089-04,IM-23-089-ZLDW,78,1,10/16/2023,,,,
IM-23-090-03,IM-23-090-PLHT,78,1,8/29/2023,,,,
IM-23-090-04,IM-23-090-RUPX,78,1,9/5/2023,,,,
IM-23-090-01,IM-23-090-UAPL,78,1,2/2/2023,,,,
IM-23-090-02,IM-23-090-ZYKY,78,1,2/21/2023,,,,
IM-23-093-01,IM-23-093-QKJQ,78,1,1/26/2023,,,,
IM-23-093-02,IM-23-093-UTVZ,78,2,1/30/2023,,,,
IM-23-096-02,IM-23-096-AWRL,78,1,1/26/2023,,,,
IM-23-096-04,IM-23-096-HUJY,78,1,10/24/2023,,,,
IM-23-096-03,IM-23-096-JSKN,78,1,10/16/2023,,,,
IM-23-096-01,IM-23-096-RSWL,78,1,1/19/2023,,,,
IM-23-110-03,IM-23-110-LMFM,78,1,8/28/2023,,,,
IM-23-110-04,IM-23-110-RAYE,78,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-ZJDC,78,1,1/27/2023,,,,
IM-23-112-03,IM-23-112-JFJN,78,1,9/18/2023,,,,
IM-23-112-04,IM-23-112-KWQC,78,1,9/18/2023,,,,
IM-23-115-01,IM-23-115-BOQZ,78,1,2/22/2023,,,,
IM-23-115-03,IM-23-115-FYXZ,78,1,9/4/2023,,,,
IM-23-115-04,IM-23-115-HCIZ,78,1,9/11/2023,,,,
IM-23-115-02,IM-23-115-NHGK,78,1,3/10/2023,,,,
IM-23-120-01,IM-23-120-OKBU,78,1,11/8/2023,,,,
IM-23-121-02,IM-23-121-BJNM,78,1,12/14/2023,,,,
IM-23-121-01,IM-23-121-OIQD,78,1,7/31/2023,,,,
IM-23-123-01,IM-23-123-GGUP,78,1,9/2/2023,,,,
IM-23-123-02,IM-23-123-RJQM,78,1,2/22/2023,,,,
IM-24-011-02,IM-24-011-BGQF,78,1,5/3/2024,,,,
IM-24-011-01,IM-24-011-MOJN,78,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-INZS,78,1,5/7/2024,,,,
IM-24-019-02,IM-24-019-FGXX,78,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-UTMC,78,1,4/9/2024,,,,
IM-24-030-02,IM-24-030-DQOU,78,1,5/7/2024,,,,
IM-24-030-01,IM-24-030-WJAK,78,1,5/2/2024,,,,
IM-24-034-01,IM-24-034-KUWO,78,1,5/7/2024,,,,
IM-24-034-02,IM-24-034-SIGR,78,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-JMLA,78,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-VILF,78,1,5/7/2024,,,,
IM-24-040-01,IM-24-040-QZIO,78,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-USAW,78,1,5/30/2024,,,,
IM-24-041-01,IM-24-041-KNCZ,78,1,4/30/2024,,,,
IM-24-041-02,IM-24-041-RYIH,78,1,4/30/2024,,,,
IM-24-042-01,IM-24-042-FRUY,78,1,4/29/2024,,,,
IM-24-042-02,IM-24-042-MMOI,78,1,4/29/2024,,,,
IM-24-045-01,IM-24-045-MMPG,78,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-TMTV,78,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-FSMS,78,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-LOXO,78,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-INPO,78,1,5/7/2024,,,,
IM-24-054-01,IM-24-054-HRRP,78,1,4/9/2024,,,,
IM-24-064-01,IM-24-064-JXLA,78,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-KPDB,78,1,5/7/2024,,,,
IM-24-087-02,IM-24-087-QHQQ,78,1,5/7/2024,,,,
IM-24-087-01,IM-24-087-VZQQ,78,1,4/9/2024,,,,
IM-24-089-01,IM-24-089-HCDX,78,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-XOYN,78,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-LQIL,78,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-HTMC,78,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-RYFI,78,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-HSLG,78,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-NBAO,78,1,5/2/2024,,,,
IM-24-112-02,IM-24-112-FQPY,78,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-TSPV,78,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-JZOG,78,1,5/7/2024,,,,
IM-23-011-04,IM-23-011-FHKI,79,1,10/25/2023,,,,
IM-23-011-03,IM-23-011-UTJO,79,1,10/25/2023,,,,
IM-23-011-01,IM-23-011-XINL,79,1,2/10/2023,,,,
IM-23-015-01,IM-23-015-KVXX,79,1,1/31/2023,,,,
IM-23-015-02,IM-23-015-TWVB,79,1,4/4/2023,,,,
IM-23-016-03,IM-23-016-KXKC,79,1,10/23/2023,,,,
IM-23-016-01,IM-23-016-ZOLS,79,1,3/14/2023,,,,
IM-23-017-04,IM-23-017-HYLZ,79,1,10/23/2023,,,,
IM-23-017-03,IM-23-017-HYZD,79,1,9/19/2023,,,,
IM-23-017-02,IM-23-017-WNOA,79,1,,,,,
IM-23-017-01,IM-23-017-YZKR,79,1,8/2/2023,,,,
IM-23-019-01,IM-23-019-BQFB,79,1,2/14/2023,,,,
IM-23-019-02,IM-23-019-MZZJ,79,1,4/24/2023,,,,
IM-23-019-03,IM-23-019-SBYX,79,1,9/5/2023,,,,
IM-23-030-03,IM-23-030-LFDZ,79,1,9/19/2023,,,,
IM-23-030-01,IM-23-030-LHQC,79,1,2/25/2023,,,,
IM-23-030-04,IM-23-030-RQLX,79,1,10/23/2023,,,,
IM-23-034-01,IM-23-034-AYJG,79,1,2/24/2023,,,,
IM-23-034-04,IM-23-034-BGST,79,1,9/18/2023,,,,
IM-23-034-03,IM-23-034-CXII,79,1,9/18/2023,,,,
IM-23-035-01,IM-23-035-YYZS,79,1,3/15/2023,,,,
IM-23-036-04,IM-23-036-ACOA,79,1,10/10/2023,,,,
IM-23-036-03,IM-23-036-AZLB,79,1,10/2/2023,,,,
IM-23-036-01,IM-23-036-NVVK,79,1,3/3/2023,,,,
IM-23-040-04,IM-23-040-AKKA,79,1,9/18/2023,,,,
IM-23-040-03,IM-23-040-TSOF,79,1,9/18/2023,,,,
IM-23-041-01,IM-23-041-JUDR,79,1,3/14/2023,,,,
IM-23-041-02,IM-23-041-MBUK,79,1,4/23/2023,,,,
IM-23-041-04,IM-23-041-PZTV,79,1,10/17/2023,,,,
IM-23-041-03,IM-23-041-QDGY,79,1,10/17/2023,,,,
IM-23-042-04,IM-23-042-GFKI,79,1,11/6/2023,,,,
IM-23-042-03,IM-23-042-KNTX,79,1,11/6/2023,,,,
IM-23-042-02,IM-23-042-MULU,79,1,3/14/2023,,,,
IM-23-042-01,IM-23-042-PZRQ,79,1,3/3/2023,,,,
IM-23-044-04,IM-23-044-GWQF,79,1,10/10/2023,,,,
IM-23-044-01,IM-23-044-PPJC,79,1,4/5/2023,,,,
IM-23-044-03,IM-23-044-XJZR,79,1,10/10/2023,,,,
IM-23-045-02,IM-23-045-BMRZ,79,1,3/13/2023,,,,
IM-23-045-01,IM-23-045-MAIW,79,1,3/2/2023,,,,
IM-23-045-04,IM-23-045-NGIA,79,1,10/19/2023,,,,
IM-23-045-03,IM-23-045-QRIK,79,1,10/10/2023,,,,
IM-23-046-04,IM-23-046-LSLX,79,1,11/9/2023,,,,
IM-23-046-01,IM-23-046-QMZU,79,1,3/2/2023,,,,
IM-23-046-03,IM-23-046-TMWZ,79,1,9/29/2023,,,,
IM-23-046-02,IM-23-046-UAIM,79,1,3/16/2023,,,,
IM-23-047-04,IM-23-047-IOYJ,79,1,9/19/2023,,,,
IM-23-047-03,IM-23-047-ZQDM,79,1,8/25/2023,,,,
IM-23-054-03,IM-23-054-ATCJ,79,1,10/2/2023,,,,
IM-23-054-04,IM-23-054-CQFL,79,1,10/2/2023,,,,
IM-23-054-01,IM-23-054-YJAF,79,1,2/23/2023,,,,
IM-23-056-01,IM-23-056-IICH,79,1,3/6/2023,,,,
IM-23-056-03,IM-23-056-KKPU,79,1,11/8/2023,,,,
IM-23-060-03,IM-23-060-UBKW,79,1,9/5/2023,,,,
IM-23-060-01,IM-23-060-YCFX,79,1,4/24/2023,,,,
IM-23-063-01,IM-23-063-ADIT,79,1,3/6/2023,,,,
IM-23-063-03,IM-23-063-QDBG,79,1,11/10/2023,,,,
IM-23-063-02,IM-23-063-XQFA,79,1,3/6/2023,,,,
IM-23-064-04,IM-23-064-ABJN,79,1,10/23/2023,,,,
IM-23-064-03,IM-23-064-POLT,79,1,9/11/2023,,,,
IM-23-071-03,IM-23-071-KYTQ,79,1,11/8/2023,,,,
IM-23-071-04,IM-23-071-UJYY,79,1,11/9/2023,,,,
IM-23-089-03,IM-23-089-FORA,79,1,10/16/2023,,,,
IM-23-089-01,IM-23-089-PYOO,79,1,1/23/2023,,,,
IM-23-089-04,IM-23-089-RBJO,79,1,10/16/2023,,,,
IM-23-089-02,IM-23-089-WSPW,79,1,2/16/2023,,,,
IM-23-090-04,IM-23-090-AQKC,79,1,9/5/2023,,,,
IM-23-090-02,IM-23-090-IVZC,79,1,2/21/2023,,,,
IM-23-090-03,IM-23-090-LJXY,79,1,8/29/2023,,,,
IM-23-090-01,IM-23-090-VRPW,79,1,2/2/2023,,,,
IM-23-093-01,IM-23-093-VHNY,79,1,1/26/2023,,,,
IM-23-093-02,IM-23-093-ZLUX,79,2,1/30/2023,,,,
IM-23-096-03,IM-23-096-HAVL,79,1,10/16/2023,,,,
IM-23-096-01,IM-23-096-OICI,79,1,1/19/2023,,,,
IM-23-096-02,IM-23-096-ORFT,79,1,1/26/2023,,,,
IM-23-096-04,IM-23-096-QYXT,79,1,10/24/2023,,,,
IM-23-110-04,IM-23-110-FYIK,79,1,8/28/2023,,,,
IM-23-110-03,IM-23-110-REHM,79,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-WVBR,79,1,9/1/2023,,,,
IM-23-112-04,IM-23-112-VSLO,79,1,9/18/2023,,,,
IM-23-112-03,IM-23-112-YAGL,79,1,9/18/2023,,,,
IM-23-115-01,IM-23-115-APIO,79,1,2/22/2023,,,,
IM-23-115-03,IM-23-115-TFWL,79,1,9/4/2023,,,,
IM-23-115-02,IM-23-115-VHZI,79,1,3/10/2023,,,,
IM-23-115-04,IM-23-115-WITM,79,1,9/11/2023,,,,
IM-23-120-01,IM-23-120-LDKS,79,1,11/8/2023,,,,
IM-23-121-01,IM-23-121-IXTR,79,1,7/31/2023,,,,
IM-23-121-02,IM-23-121-NSPG,79,1,12/14/2023,,,,
IM-23-123-02,IM-23-123-NAPP,79,1,2/22/2023,,,,
IM-23-123-01,IM-23-123-TUDY,79,1,9/2/2023,,,,
IM-24-011-02,IM-24-011-CFHK,79,1,5/3/2024,,,,
IM-24-011-01,IM-24-011-MPGS,79,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-JNMH,79,1,5/7/2024,,,,
IM-24-019-02,IM-24-019-HYBZ,79,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-URQM,79,1,4/9/2024,,,,
IM-24-030-02,IM-24-030-DZOG,79,1,5/7/2024,,,,
IM-24-030-01,IM-24-030-VHUC,79,1,5/2/2024,,,,
IM-24-034-01,IM-24-034-JWZN,79,1,5/7/2024,,,,
IM-24-034-02,IM-24-034-SLZG,79,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-KZCH,79,1,5/2/2024,,,,
IM-24-036-02,IM-24-036-WBUI,79,1,5/7/2024,,,,
IM-24-040-01,IM-24-040-QSQS,79,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-TPVD,79,1,5/30/2024,,,,
IM-24-041-01,IM-24-041-KWJJ,79,1,4/30/2024,,,,
IM-24-041-02,IM-24-041-RCTT,79,1,4/30/2024,,,,
IM-24-042-01,IM-24-042-FQHT,79,1,4/29/2024,,,,
IM-24-042-02,IM-24-042-MURU,79,1,4/29/2024,,,,
IM-24-045-01,IM-24-045-MIBP,79,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-WFAO,79,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-HRTB,79,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-KZOQ,79,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-INLT,79,1,5/7/2024,,,,
IM-24-054-01,IM-24-054-HIBO,79,1,4/9/2024,,,,
IM-24-064-01,IM-24-064-JXDZ,79,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-KOPA,79,1,5/7/2024,,,,
IM-24-087-02,IM-24-087-OZWY,79,1,5/7/2024,,,,
IM-24-087-01,IM-24-087-VQKX,79,1,4/9/2024,,,,
IM-24-089-01,IM-24-089-HCRX,79,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-WYFC,79,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-LNZT,79,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-IAII,79,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-RXYR,79,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-HRDH,79,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-MVFA,79,1,5/2/2024,,,,
IM-24-112-02,IM-24-112-FYIM,79,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-TQFD,79,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-JZPP,79,1,5/7/2024,,,,
IM-23-011-03,IM-23-011-HFLX,80,1,10/25/2023,,,,
IM-23-011-04,IM-23-011-JJQO,80,1,10/25/2023,,,,
IM-23-011-01,IM-23-011-ULDN,80,1,2/10/2023,,,,
IM-23-015-02,IM-23-015-PBUB,80,1,4/4/2023,,,,
IM-23-015-01,IM-23-015-SZYW,80,1,1/31/2023,,,,
IM-23-016-03,IM-23-016-AKNK,80,1,10/23/2023,,,,
IM-23-016-01,IM-23-016-KRGW,80,1,3/14/2023,,,,
IM-23-017-03,IM-23-017-PCHI,80,1,9/19/2023,,,,
IM-23-017-04,IM-23-017-PFSC,80,1,10/23/2023,,,,
IM-23-017-01,IM-23-017-TJCH,80,1,8/2/2023,,,,
IM-23-017-02,IM-23-017-XGUC,80,1,,,,,
IM-23-019-01,IM-23-019-AXNK,80,1,2/14/2023,,,,
IM-23-019-02,IM-23-019-SPZA,80,1,4/24/2023,,,,
IM-23-019-03,IM-23-019-YDNU,80,1,9/5/2023,,,,
IM-23-030-04,IM-23-030-IWRW,80,1,10/23/2023,,,,
IM-23-030-01,IM-23-030-MBYY,80,1,2/25/2023,,,,
IM-23-030-03,IM-23-030-WLXY,80,1,9/19/2023,,,,
IM-23-034-04,IM-23-034-CDDC,80,1,9/18/2023,,,,
IM-23-034-03,IM-23-034-IHPV,80,1,9/18/2023,,,,
IM-23-034-01,IM-23-034-YLGO,80,1,2/24/2023,,,,
IM-23-035-01,IM-23-035-UAGD,80,1,3/15/2023,,,,
IM-23-036-01,IM-23-036-AQUU,80,1,3/3/2023,,,,
IM-23-036-03,IM-23-036-HITD,80,1,10/2/2023,,,,
IM-23-036-04,IM-23-036-LXMS,80,1,10/10/2023,,,,
IM-23-040-03,IM-23-040-BWOG,80,1,9/18/2023,,,,
IM-23-040-04,IM-23-040-QVOQ,80,1,9/18/2023,,,,
IM-23-041-02,IM-23-041-FGVX,80,1,4/23/2023,,,,
IM-23-041-04,IM-23-041-KSSJ,80,1,10/17/2023,,,,
IM-23-041-03,IM-23-041-MTUC,80,1,10/17/2023,,,,
IM-23-041-01,IM-23-041-RFRO,80,1,3/14/2023,,,,
IM-23-042-02,IM-23-042-AMKD,80,1,3/14/2023,,,,
IM-23-042-01,IM-23-042-ASZD,80,1,3/3/2023,,,,
IM-23-042-04,IM-23-042-CPZN,80,1,11/6/2023,,,,
IM-23-042-03,IM-23-042-UBQX,80,1,11/6/2023,,,,
IM-23-044-04,IM-23-044-QRYI,80,1,10/10/2023,,,,
IM-23-044-03,IM-23-044-QWPC,80,1,10/10/2023,,,,
IM-23-044-01,IM-23-044-WPYR,80,1,4/5/2023,,,,
IM-23-045-03,IM-23-045-BCYZ,80,1,10/10/2023,,,,
IM-23-045-01,IM-23-045-FBGQ,80,1,3/2/2023,,,,
IM-23-045-02,IM-23-045-FIYC,80,1,3/13/2023,,,,
IM-23-045-04,IM-23-045-YJLD,80,1,10/19/2023,,,,
IM-23-046-04,IM-23-046-BZLR,80,1,11/9/2023,,,,
IM-23-046-01,IM-23-046-OMMD,80,1,3/2/2023,,,,
IM-23-046-03,IM-23-046-RCGA,80,1,9/29/2023,,,,
IM-23-046-02,IM-23-046-XSSP,80,1,3/16/2023,,,,
IM-23-047-03,IM-23-047-IGLT,80,1,8/25/2023,,,,
IM-23-047-04,IM-23-047-TPKO,80,1,9/19/2023,,,,
IM-23-054-03,IM-23-054-KANK,80,1,10/2/2023,,,,
IM-23-054-04,IM-23-054-RPYP,80,1,10/2/2023,,,,
IM-23-054-01,IM-23-054-ZMDB,80,1,2/23/2023,,,,
IM-23-056-01,IM-23-056-DYLW,80,1,3/6/2023,,,,
IM-23-056-03,IM-23-056-JKAS,80,1,11/8/2023,,,,
IM-23-060-03,IM-23-060-JQGB,80,1,9/5/2023,,,,
IM-23-060-01,IM-23-060-TBYO,80,1,4/24/2023,,,,
IM-23-063-01,IM-23-063-DZHU,80,1,3/6/2023,,,,
IM-23-063-03,IM-23-063-LQSA,80,1,11/10/2023,,,,
IM-23-063-02,IM-23-063-WZWB,80,1,3/6/2023,,,,
IM-23-064-04,IM-23-064-JIZI,80,1,10/23/2023,,,,
IM-23-064-03,IM-23-064-NWWS,80,1,9/11/2023,,,,
IM-23-071-04,IM-23-071-DDGX,80,1,11/10/2023,,,,
IM-23-071-03,IM-23-071-LCAZ,80,1,11/8/2023,,,,
IM-23-089-03,IM-23-089-HRXY,80,1,10/16/2023,,,,
IM-23-089-01,IM-23-089-MGYW,80,1,1/23/2023,,,,
IM-23-089-02,IM-23-089-MZZR,80,1,2/16/2023,,,,
IM-23-089-04,IM-23-089-YUHI,80,1,10/24/2023,,,,
IM-23-090-01,IM-23-090-LXGF,80,1,2/2/2023,,,,
IM-23-090-02,IM-23-090-MMCI,80,1,2/21/2023,,,,
IM-23-090-04,IM-23-090-UGHH,80,1,9/5/2023,,,,
IM-23-090-03,IM-23-090-XYQT,80,1,8/29/2023,,,,
IM-23-093-02,IM-23-093-BHNQ,80,2,1/30/2023,,,,
IM-23-093-01,IM-23-093-XFYQ,80,1,1/26/2023,,,,
IM-23-096-02,IM-23-096-CXTY,80,1,1/26/2023,,,,
IM-23-096-01,IM-23-096-OFIV,80,1,1/19/2023,,,,
IM-23-096-04,IM-23-096-ULFC,80,1,10/24/2023,,,,
IM-23-096-03,IM-23-096-YPLW,80,1,10/16/2023,,,,
IM-23-110-03,IM-23-110-EZIZ,80,1,8/28/2023,,,,
IM-23-110-04,IM-23-110-HNXH,80,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-YFNR,80,1,9/1/2023,,,,
IM-23-112-03,IM-23-112-HRPO,80,1,9/18/2023,,,,
IM-23-112-04,IM-23-112-ISDW,80,1,9/18/2023,,,,
IM-23-115-03,IM-23-115-HIHP,80,1,9/4/2023,,,,
IM-23-115-02,IM-23-115-NJFP,80,1,3/10/2023,,,,
IM-23-115-01,IM-23-115-NQMQ,80,1,2/22/2023,,,,
IM-23-115-04,IM-23-115-SYPY,80,1,9/11/2023,,,,
IM-23-120-01,IM-23-120-TJQT,80,1,11/8/2023,,,,
IM-23-121-01,IM-23-121-PFCH,80,1,7/31/2023,,,,
IM-23-121-02,IM-23-121-SWSD,80,1,12/14/2023,,,,
IM-23-123-01,IM-23-123-HZJX,80,1,9/2/2023,,,,
IM-23-123-02,IM-23-123-RCNO,80,1,2/22/2023,,,,
IM-24-011-02,IM-24-011-CHFB,80,1,5/3/2024,,,,
IM-24-011-01,IM-24-011-NSFD,80,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-JPMJ,80,1,5/7/2024,,,,
IM-24-019-02,IM-24-019-GMCW,80,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-UPWT,80,1,4/9/2024,,,,
IM-24-030-02,IM-24-030-FBTW,80,1,5/7/2024,,,,
IM-24-030-01,IM-24-030-VUWA,80,1,5/2/2024,,,,
IM-24-034-01,IM-24-034-JYMA,80,1,5/7/2024,,,,
IM-24-034-02,IM-24-034-RJRK,80,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-MUUX,80,1,5/2/2024,,,,
IM-24-036-02,IM-24-036-XASZ,80,1,5/7/2024,,,,
IM-24-040-01,IM-24-040-QWRY,80,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-THOM,80,1,5/30/2024,,,,
IM-24-041-01,IM-24-041-FXVM,80,1,4/30/2024,,,,
IM-24-041-02,IM-24-041-QPRO,80,1,4/30/2024,,,,
IM-24-042-01,IM-24-042-GSKU,80,1,4/29/2024,,,,
IM-24-042-02,IM-24-042-MTYM,80,1,4/29/2024,,,,
IM-24-045-01,IM-24-045-MJPQ,80,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-VYCB,80,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-GYCC,80,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-LILY,80,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-JFSL,80,1,5/7/2024,,,,
IM-24-054-01,IM-24-054-HPZJ,80,1,4/9/2024,,,,
IM-24-064-01,IM-24-064-JYHM,80,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-KNAO,80,1,5/7/2024,,,,
IM-24-087-02,IM-24-087-OSMU,80,1,5/7/2024,,,,
IM-24-087-01,IM-24-087-VRHD,80,1,4/9/2024,,,,
IM-24-089-01,IM-24-089-HJSY,80,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-XCAC,80,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-LNNH,80,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-LAVL,80,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-TJKP,80,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-IFAN,80,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-MWZR,80,1,5/2/2024,,,,
IM-24-112-02,IM-24-112-FRGA,80,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-SRKI,80,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-JWGU,80,1,5/7/2024,,,,
IM-23-011-04,IM-23-011-ROPI,81,1,10/25/2023,,,,
IM-23-011-01,IM-23-011-SJVU,81,1,2/10/2023,,,,
IM-23-011-03,IM-23-011-TKPY,81,1,10/25/2023,,,,
IM-23-015-02,IM-23-015-HWQB,81,1,4/4/2023,,,,
IM-23-015-01,IM-23-015-JPOZ,81,1,1/31/2023,,,,
IM-23-016-03,IM-23-016-FBAM,81,1,10/23/2023,,,,
IM-23-016-01,IM-23-016-QNIB,81,1,3/14/2023,,,,
IM-23-017-03,IM-23-017-FOGD,81,1,9/19/2023,,,,
IM-23-017-02,IM-23-017-LZKA,81,1,,,,,
IM-23-017-04,IM-23-017-MOTX,81,1,10/23/2023,,,,
IM-23-017-01,IM-23-017-QKBO,81,1,8/2/2023,,,,
IM-23-019-02,IM-23-019-DYGT,81,1,4/24/2023,,,,
IM-23-019-03,IM-23-019-OCGL,81,1,9/5/2023,,,,
IM-23-019-01,IM-23-019-ZGWW,81,1,2/14/2023,,,,
IM-23-030-03,IM-23-030-IKLB,81,1,9/19/2023,,,,
IM-23-030-01,IM-23-030-JCLN,81,1,2/25/2023,,,,
IM-23-030-04,IM-23-030-NFLQ,81,1,10/23/2023,,,,
IM-23-034-03,IM-23-034-ATQF,81,1,9/18/2023,,,,
IM-23-034-01,IM-23-034-DHYZ,81,1,2/24/2023,,,,
IM-23-034-04,IM-23-034-XHUO,81,1,9/18/2023,,,,
IM-23-035-01,IM-23-035-YUHT,81,1,3/15/2023,,,,
IM-23-036-04,IM-23-036-GNPZ,81,1,10/10/2023,,,,
IM-23-036-01,IM-23-036-JZSC,81,1,3/3/2023,,,,
IM-23-036-03,IM-23-036-UBAT,81,1,10/2/2023,,,,
IM-23-040-04,IM-23-040-OXXH,81,1,9/18/2023,,,,
IM-23-040-03,IM-23-040-SSTK,81,1,9/18/2023,,,,
IM-23-041-03,IM-23-041-KODC,81,1,11/28/2023,,,,
IM-23-041-02,IM-23-041-NYAU,81,1,4/23/2023,,,,
IM-23-041-01,IM-23-041-OHUJ,81,1,3/14/2023,,,,
IM-23-041-04,IM-23-041-UHHR,81,1,10/17/2023,,,,
IM-23-042-01,IM-23-042-DMLP,81,1,3/3/2023,,,,
IM-23-042-04,IM-23-042-XKDA,81,1,11/6/2023,,,,
